entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes
1692	11937		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Never	永不	target-and-source-present		4	1	simulated-accepted	high			clean	clean	clean	clean	none
1693	11944		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Warp API Key	Warp API 密钥	target-present		0	2	blocked-public-rc	medium	api-key-secret	GUI-WS-04	clean	clean	clean	clean	none
1694	11951		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Personal	个人	target-and-source-present		10	1	simulated-accepted	high			clean	clean	clean	clean	none
1695	11958		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Team	团队	target-and-source-present		8	5	simulated-accepted-with-note	medium	team-workspace		clean	clean	clean	clean	none
1696	11965		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Agent	Agent	target-and-source-present		29	29	simulated-accepted-with-note	medium			clean	clean	note	clean	English preserved; verify this is product/internal text
1697	11972		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Failed to load agents. Please close and try again.	无法加载 Agent。请关闭后重试。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
1698	11979		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Please select an agent.	请选择一个 Agent。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
1699	11986		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Unable to create a team API key because there is no current team.	无法创建团队 API 密钥，因为当前没有团队。	target-present		0	1	blocked-public-rc	medium	api-key-secret;team-workspace	GUI-WS-04	clean	clean	clean	clean	none
1700	11993		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Failed to create API key. Please try again.	无法创建 API 密钥。请重试。	target-present		0	1	blocked-public-rc	medium	api-key-secret	GUI-WS-04	clean	clean	clean	clean	none
1701	12000		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	This secret key is shown only once. Copy and store it securely.	此密钥只会显示一次。请复制并安全保存。	target-present		0	1	blocked-public-rc	medium	api-key-secret	GUI-WS-04	clean	clean	clean	clean	none
1702	12007		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Copied	已复制	target-present		0	2	simulated-accepted	high			clean	clean	clean	clean	none
1703	12014		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Copy	复制	target-and-source-present		6	4	simulated-accepted	high			clean	clean	clean	clean	none
1704	12021		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Done	完成	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
1705	12028		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Name	名称	target-and-source-present		2	1	simulated-accepted	high			clean	clean	clean	clean	none
1706	12035		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Cancel	取消	target-and-source-present		4	1	simulated-accepted	high			clean	clean	clean	clean	none
1707	12042		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Creating…	正在创建…	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
1708	12049		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Create key	创建密钥	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
1709	12056		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Type	类型	target-and-source-present		28	1	simulated-accepted	high			clean	clean	clean	clean	none
1710	12063		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	No agents available. Create one first.	没有可用 Agent。请先创建一个。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
1711	12070		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Create agent	创建 Agent	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
1712	12077		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Expiration	过期时间	target-and-source-present		23	1	simulated-accepted	high			clean	clean	clean	clean	none
1713	12084		app/src/settings_view/platform/create_api_key_modal.rs	active	Legacy reviewed zh-Hans localization entry	Secret key copied.	密钥已复制。	target-present		0	1	blocked-public-rc	medium	api-key-secret	GUI-WS-04	clean	clean	clean	clean	none
1714	12091		app/src/settings_view/platform/expire_api_key_button.rs	active	Legacy reviewed zh-Hans localization entry	Failed to delete API key. Please try again.	无法删除 API 密钥。请重试。	target-present		0	1	blocked-public-rc	medium	api-key-secret;destructive-action	GUI-WS-04	clean	clean	clean	clean	none
1715	12098		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Base	基础	target-and-source-present		4	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1716	12105		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Add-ons	附加包	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1717	12112		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Pay-as-you-go	按量付费	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1718	12119		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Cloud-only	仅云端	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1719	12126		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Combined	合计	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1720	12133		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Other	其他	target-and-source-present		3	2	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1721	12140		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Compute	计算	target-and-source-present		3	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1722	12147		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Platform	平台	target-and-source-present		2	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1723	12154		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Suggested code diffs	建议的代码差异	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1724	12161		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Voice	语音	target-and-source-present		5	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1725	12168		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Total	总计	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1726	12175		app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	active	Legacy reviewed zh-Hans localization entry	Total usage	总使用量	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1727	12182		app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	active	Legacy reviewed zh-Hans localization entry	All	全部	target-and-source-present		9	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1728	12189		app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	active	Legacy reviewed zh-Hans localization entry	Local	本地	target-and-source-present		6	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1729	12196		app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	active	Legacy reviewed zh-Hans localization entry	Cloud	云端	target-and-source-present		7	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1730	12203		app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	active	Legacy reviewed zh-Hans localization entry	Your usage	你的使用量	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1731	12210		app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	active	Legacy reviewed zh-Hans localization entry	Other members	其他成员	target-and-source-present		1	1	blocked-public-rc	medium	billing-quota;team-workspace	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1732	12217		app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	active	Legacy reviewed zh-Hans localization entry	Unknown	未知	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1733	12224		app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	active	Legacy reviewed zh-Hans localization entry	This is an automated agent on your team.	这是你团队中的自动化 Agent。	target-present		0	1	blocked-public-rc	medium	billing-quota;team-workspace	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1734	12231		app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	active	Legacy reviewed zh-Hans localization entry	Members	成员	target-present		0	2	blocked-public-rc	medium	billing-quota;team-workspace	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1735	12238		app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	active	Legacy reviewed zh-Hans localization entry	Usage	使用量	target-and-source-present		64	4	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1736	12245		app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	active	Legacy reviewed zh-Hans localization entry	Upgrade to Build	升级到 Build	target-present		0	1	blocked-public-rc	medium	billing-quota	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
1737	12252		app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	active	Legacy reviewed zh-Hans localization entry	to see team-level credit usage.	以查看团队级额度使用量。	target-present		0	1	blocked-public-rc	medium	billing-quota;team-workspace	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
