entry_index	manifest_line	module_group	path	source_state	source	target	decision	rationale
4388	30661	terminal-command	app/src/terminal/profile_model_selector.rs	target-and-source-present	{PROFILE_SELECTOR_POSITION_ID}_{llm_id}	{PROFILE_SELECTOR_POSITION_ID}_{llm_id}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4392	30689	terminal-command	app/src/terminal/profile_model_selector.rs	target-and-source-present	auto (	auto (	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4393	30696	terminal-command	app/src/terminal/profile_model_selector.rs	target-and-source-present	Selecting base agent model {} (from model selector)	Selecting base agent model {} (from model selector)	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4404	30773	terminal-command	app/src/terminal/shared_session/viewer/network.rs	target-and-source-present	test warp prompt	test warp prompt	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4405	30780	terminal-command	app/src/terminal/shared_session/viewer/network.rs	target-and-source-present	Failed to reconnect to shared session as viewer, and retries exhausted: {e}	Failed to reconnect to shared session as viewer, and retries exhausted: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4406	30787	terminal-command	app/src/terminal/shared_session/viewer/network.rs	target-and-source-present	Received unexpected JoinedSuccessfully message when we've already joined	Received unexpected JoinedSuccessfully message when we've already joined	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4407	30794	terminal-command	app/src/terminal/shared_session/viewer/network.rs	target-and-source-present	Received OrderedTerminalEvent before event_loop was initialized. This can mean events were dropped.	Received OrderedTerminalEvent before event_loop was initialized. This can mean events were dropped.	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4408	30801	terminal-command	app/src/terminal/shared_session/viewer/network.rs	target-and-source-present	Failed to send message over selection_throttled_tx channel in viewer network: {e}	Failed to send message over selection_throttled_tx channel in viewer network: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4431	30962	terminal-command	app/src/terminal/ssh/error.rs	target-and-source-present	{SSH_GITHUB_ISSUE_URL}&warp-version={version}	{SSH_GITHUB_ISSUE_URL}&warp-version={version}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4432	30969	terminal-command	app/src/terminal/ssh/error.rs	target-and-source-present	SSH tmux bug report: {title:?}	SSH tmux bug report: {title:?}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4433	30976	terminal-command	app/src/terminal/ssh/error.rs	target-and-source-present	{url}&title={title}	{url}&title={title}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4442	31039	terminal-command	app/src/terminal/ssh/error.rs	target-and-source-present	SshErrorBlockVisible	SshErrorBlockVisible	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4443	31046	terminal-command	app/src/terminal/ssh/error.rs	target-and-source-present	SshErrorBlock	SshErrorBlock	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4444	31053	terminal-command	app/src/terminal/ssh/error.rs	target-and-source-present	We are actively working on improving the stability of SSH in Warp. Please consider 	We are actively working on improving the stability of SSH in Warp. Please consider 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4506	31487	terminal-command	app/src/terminal/view.rs	target-and-source-present	(?m)^channel (\d)+: open failed:	(?m)^channel (\d)+: open failed:	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4507	31494	terminal-command	app/src/terminal/view.rs	target-and-source-present	x1b[200~	x1b[200~	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4508	31501	terminal-command	app/src/terminal/view.rs	target-and-source-present	x1b[201~	x1b[201~	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4509	31508	terminal-command	app/src/terminal/view.rs	target-and-source-present	AliasExpansionBannerSeen	AliasExpansionBannerSeen	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4511	31522	terminal-command	app/src/terminal/view.rs	target-and-source-present	WARP.md	WARP.md	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4513	31536	terminal-command	app/src/terminal/view.rs	target-and-source-present	Latest output: 	Latest output: 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4515	31550	terminal-command	app/src/terminal/view.rs	target-and-source-present	{title_prefix}{title_suffix}	{title_prefix}{title_suffix}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4516	31557	terminal-command	app/src/terminal/view.rs	target-and-source-present	{body_prefix}{body_suffix}	{body_prefix}{body_suffix}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4517	31564	terminal-command	app/src/terminal/view.rs	target-and-source-present	InsertSelectedText	InsertSelectedText	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4518	31571	terminal-command	app/src/terminal/view.rs	target-and-source-present	CopySelectedText	CopySelectedText	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4519	31578	terminal-command	app/src/terminal/view.rs	target-and-source-present	CopyBlocks	CopyBlocks	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4520	31585	terminal-command	app/src/terminal/view.rs	target-and-source-present	CopyBlockOutputs	CopyBlockOutputs	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4521	31592	terminal-command	app/src/terminal/view.rs	target-and-source-present	OpenShareModal {{ block_index: {block_index} }}	OpenShareModal {{ block_index: {block_index} }}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4522	31599	terminal-command	app/src/terminal/view.rs	target-and-source-present	FindWithinBlock	FindWithinBlock	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4523	31606	terminal-command	app/src/terminal/view.rs	target-and-source-present	ScrollToBottomOfBlock	ScrollToBottomOfBlock	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4524	31613	terminal-command	app/src/terminal/view.rs	target-and-source-present	ScrollToTopOfBlock	ScrollToTopOfBlock	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4525	31620	terminal-command	app/src/terminal/view.rs	target-and-source-present	BookmarkBlock	BookmarkBlock	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4526	31627	terminal-command	app/src/terminal/view.rs	target-and-source-present	CopyPrompt {{ position: {position:?}, part: {part:?} }}	CopyPrompt {{ position: {position:?}, part: {part:?} }}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4527	31634	terminal-command	app/src/terminal/view.rs	target-and-source-present	CopyRprompt	CopyRprompt	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4528	31641	terminal-command	app/src/terminal/view.rs	target-and-source-present	CopyUrl	CopyUrl	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4529	31648	terminal-command	app/src/terminal/view.rs	target-and-source-present	EditPrompt	EditPrompt	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4530	31655	terminal-command	app/src/terminal/view.rs	target-and-source-present	EditAgentToolbar	EditAgentToolbar	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4531	31662	terminal-command	app/src/terminal/view.rs	target-and-source-present	EditCLIAgentToolbar	EditCLIAgentToolbar	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4532	31669	terminal-command	app/src/terminal/view.rs	target-and-source-present	AskAIAssistant	AskAIAssistant	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
