entry_index	manifest_line	module_group	path	source_state	risk_tags	token_status	functional_status	public_rc_rows	decision	rationale
1733	12224	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-and-source-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1734	12231	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1735	12238	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1736	12245	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1737	12252	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1738	12259	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1739	12266	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1740	12273	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1741	12280	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1742	12287	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1743	12294	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1744	12301	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1745	12308	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1746	12315	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1747	12322	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1748	12329	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1749	12336	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1750	12343	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1751	12350	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1752	12357	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_team_totals.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1753	12364	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_team_totals.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1754	12371	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_team_totals.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1755	12378	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_team_totals.rs	target-and-source-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1756	12385	billing-quota	app/src/settings_view/billing_and_usage/overage_limit_modal.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1757	12392	billing-quota	app/src/settings_view/billing_and_usage/overage_limit_modal.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1758	12399	billing-quota	app/src/settings_view/billing_and_usage/overage_limit_modal.rs	target-present	billing-quota;destructive-action	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1759	12406	billing-quota	app/src/settings_view/billing_and_usage/overage_limit_modal.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1760	12413	billing-quota	app/src/settings_view/billing_and_usage/overage_limit_modal.rs	target-and-source-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1761	12420	billing-quota	app/src/settings_view/billing_and_usage/overage_limit_modal.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1762	12427	billing-quota	app/src/settings_view/billing_and_usage/usage_history_model.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1763	12434	billing-quota	app/src/settings_view/billing_and_usage_page.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1764	12441	billing-quota	app/src/settings_view/billing_and_usage_page.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
1765	12448	billing-quota	app/src/settings_view/billing_and_usage_page.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
